question_id,question_text,domain,ground_truth,question_length,question_type,question_nature,question_style,response_text,collection_date,response_length,citation_present,hallucination_present,factscore,confidence_markers_count,uncertainty_markers_count
253,"The actor that played Tim McManus on ""Oz"" starred with Gabrielle Anwar and Billy Wirth in a 1993 horror film based on a novel by what author?",Pop Culture,Jack Finney,141,closed-ended,general,qualitative,Clive Barker,2025-05-25,12,False,True,totally wrong,0,0
254,Productions filmed at Space Studios Mancheter include a BBC drama television series that is based on what Israeli series?,Pop Culture,Yellow Peppers,121,closed-ended,topical,qualitative,Prisoners of War,2025-05-25,16,False,True,somewhat inaccurate,0,0
255,"Which tennis player is older, Billy Martin or Pavel Složil?",Pop Culture,Pavel Složil,59,closed-ended,general,qualitative,Billy Martin is older than Pavel Složil.,2025-05-25,40,False,True,totally wrong,0,0
256,"When was the singer of ""America's Sweetheart"" born?",Pop Culture,"July 3, 1989",51,closed-ended,general,qualitative,"The singer of 'America's Sweetheart' was born on September 26, 1981.",2025-05-25,68,False,True,somewhat inaccurate,0,0
257,"Which breed of dog is fluffier, the Keeshond or the Shar Pei?",Pop Culture,Keeshond,61,closed-ended,general,qualitative,The Keeshond breed is generally considered to be fluffier than the Shar Pei.,2025-05-25,76,False,False,completely right,0,0
258,"Which University did the gymnastics coach, who recruited a two time gold medal winner in the 1984 Summer Olympics, attend?",Pop Culture,University of Oklahoma,122,closed-ended,general,qualitative,"University of California, Los Angeles (UCLA)",2025-05-25,44,False,True,somewhat inaccurate,0,0
259,What two singles were played over the credits of the 2002 post-apocalyptic fantasy film directed by Rob Bowman?,Pop Culture,"""Burn"" and ""Walk Away""",111,closed-ended,general,qualitative,The two singles played over the credits of the 2002 post-apocalyptic fantasy film directed by Rob Bowman were 'Bring Me to Life' by Evanescence and 'My Immortal' also by Evanescence.,2025-05-25,182,False,True,somewhat inaccurate,0,0
260,Do Kathy Jordan and Marin Čilić have the same nationality?,Pop Culture,no,58,closed-ended,general,qualitative,"No, Kathy Jordan is American and Marin Čilić is Croatian. They do not have the same nationality.",2025-05-25,96,False,False,completely right,0,0
261,"Standing Ovation is a live album, by pianist and bandleader Count Basie, featuring performances recorded at which hotel and casino, on the Las Vegas Strip in Paradise, Nevada?",Pop Culture,Tropicana Resort & Casino,175,closed-ended,general,qualitative,"Standing Ovation is a live album by pianist and bandleader Count Basie, featuring performances recorded at the Sands Hotel and Casino on the Las Vegas Strip in Paradise, Nevada.",2025-05-25,177,False,True,somewhat inaccurate,0,0
262,"Which of the following was founded in Capitola, California: Pizza My Heart or LaRosa's Pizzeria?",Pop Culture,Pizza My Heart,96,closed-ended,general,qualitative,"Pizza My Heart was founded in Capitola, California.",2025-05-25,51,False,False,completely right,0,0
263,"What city on the Silk Road means ""Sandy place"" in Persian?",Pop Culture,Samarkand,58,closed-ended,general,qualitative,The city on the Silk Road that means 'Sandy place' in Persian is Samarkand.,2025-05-25,75,False,False,completely right,0,0
264,"Who was born first,Todd Woodbridge or Lucie Hradecká?",Pop Culture,Todd Andrew Woodbridge,53,closed-ended,general,qualitative,Todd Woodbridge was born first.,2025-05-25,31,False,False,completely right,0,0
265,"In 2003, James Beaumont joined a professional football football club in West Bridgford, England, which plays their home matches where?",Pop Culture,City Ground,134,closed-ended,topical,qualitative,"The professional football club in West Bridgford, England, where James Beaumont joined in 2003 plays their home matches at The City Ground stadium.",2025-05-25,147,False,False,somewhat correct,0,0
266,"Who was born in an earlier year, Arantxa Sánchez Vicario or Mark Edmondson?",Pop Culture,Mark Edmondson,75,closed-ended,general,qualitative,"Mark Edmondson was born in an earlier year than Arantxa Sánchez Vicario. He was born on March 24, 1954, while Arantxa Sánchez Vicario was born on December 18, 1971.",2025-05-25,164,False,False,completely right,0,0
267,In what city is the CBS station that features children's show Gator Tales?,Pop Culture,"St. Louis, Missouri, United States",74,closed-ended,topical,qualitative,Gainesville,2025-05-25,11,False,True,totally wrong,0,0
268,"What was the role played in ""Sweet Charity"" by the star of Dear Diary?",Pop Culture,Nickie,70,closed-ended,topical,qualitative,The role played in 'Sweet Charity' by the star of Dear Diary was Charity Hope Valentine.,2025-05-25,88,False,True,somewhat inaccurate,0,0
269,How many awards did the alphabetically first animator of The Country Cousin receive?,Pop Culture,over 80,84,closed-ended,general,quantitative,"The alphabetically first animator of The Country Cousin, Fred Moore, received one Academy Award for Best Animated Short Film for his work on the film.",2025-05-25,150,False,False,somewhat correct,0,0
270,Mine is a song by Taylor Swift that was placed on an album released in what month?,Pop Culture,October,82,closed-ended,general,qualitative,The song 'Mine' by Taylor Swift was placed on her album 'Speak Now' which was released in October.,2025-05-25,98,False,False,completely right,0,0
271,"What is the name of Ekaterina Gordeeva's husband, who together with her was the 1988 and 1994 Olympic champion?",Pop Culture,Sergei Grinkov,111,closed-ended,general,qualitative,Sergei Grinkov,2025-05-25,14,False,False,completely right,0,0
272,"Are both rock bands Tapes 'n Tapes and Sloan based in Minneapolis, Minnesota?",Pop Culture,no,77,closed-ended,general,qualitative,"No, Tapes 'n Tapes is based in Minneapolis, Minnesota, while Sloan is based in Toronto, Canada.",2025-05-25,95,False,False,completely right,0,0
273,"Taylor Swift's song Out of the Woods is the 4th track after her song Style, which was the third track after which other single?",Pop Culture,Blank Space,127,closed-ended,topical,qualitative,Blank Space,2025-05-25,11,False,False,completely right,0,0
274,"Boiler Room, a 2000 American crime drama film, stars which actor who also appeared in ""Brothers & Sisters"" and ""L.A. Confidential?""",Pop Culture,Ron Rifkin,131,closed-ended,general,qualitative,Vin Diesel,2025-05-25,10,False,True,totally wrong,0,0
275,"Which documentary film was released first, Unchained Memories or What Remains of Us?",Pop Culture,Unchained Memories,84,closed-ended,general,qualitative,"Unchained Memories was released first in 2003, while What Remains of Us was released in 2004.",2025-05-25,93,False,False,completely right,0,0
276,For which French king did Nicolas Bergier serve as an advisor in the 17th century?,Pop Culture,Louis XIII,82,closed-ended,general,qualitative,Nicolas Bergier served as an advisor to King Louis XIV of France in the 17th century.,2025-05-25,85,False,True,somewhat inaccurate,0,0
277,"Deepak Tiwari is a Sspecial correspondent of an Indian newsmagazine that is printed in Delhi, Mumbai, Bangalore, and Kottayam, and is published by who?",Pop Culture,The Malayala Manorama Co. Ltd,151,closed-ended,topical,qualitative,Living Media India Limited,2025-05-25,26,False,True,somewhat inaccurate,0,0
278,"Break Every Rule World Tour is the fourth worldwide concert tour by which American-born Swiss recording singer, songwriter, dancer, actress, and author, and relinquished her American citizenship after obtaining Swiss citizenship in 2013?",Pop Culture,Tina Turner,237,closed-ended,general,qualitative,Tina Turner,2025-05-25,11,False,False,completely right,0,0
279,Die Sexualität im Kulturkampf was by which Austrian psychoanalyst?,Pop Culture,Wilhelm Reich,66,closed-ended,general,qualitative,Sigmund Freud,2025-05-25,13,False,True,somewhat inaccurate,0,0
280,"Sleigh Ride is a piece of music written by composer described by whom as ""one of the great American masters of light orchestral music""?",Pop Culture,John Williams,135,closed-ended,general,qualitative,Leroy Anderson,2025-05-25,14,False,True,somewhat inaccurate,0,0
281,"What station is near ""The Giant Egg""?",Pop Culture,Tiananmen West Station,37,closed-ended,topical,qualitative,The station near 'The Giant Egg' is Union Station.,2025-05-25,50,False,True,totally wrong,0,0
282,"Richard Labunski, a journalism professor at the University of Kentucky and newspaper columnist who is notable for being an outspoken advocate for reforming the United States Constitution in his book ""The Second Constitutional Convention"", wrote about the United States Bill of Rights, which are the first of how many amendments to the United States Constitution?",Pop Culture,ten,362,closed-ended,general,quantitative,The United States Bill of Rights consists of the first ten amendments to the United States Constitution.,2025-05-25,104,False,False,completely right,0,0
283,"When was the former international footballer for the French national team who starred in ""French Film""  born?",Pop Culture,24 May 1966,109,closed-ended,general,qualitative,"The former international footballer for the French national team who starred in 'French Film' was born on April 23, 1972.",2025-05-25,121,False,True,somewhat inaccurate,0,0
284,What pair of American dicephalic parapagus twins has a show that was brodcasted on BBC Three in April and May 2013?,Pop Culture,Abby and Brittany Hensel,115,closed-ended,topical,qualitative,Abby and Brittany Hensel,2025-05-25,24,False,False,completely right,0,0
285,What is the name of the winner of Celebrity Big Brother 10's dog?,Pop Culture,Valerie,65,closed-ended,topical,qualitative,The name of the winner of Celebrity Big Brother 10's dog is Storm.,2025-05-25,66,False,True,somewhat inaccurate,0,0
286,"Which director is from Canada, Adam Smoluk or Hrafn Gunnlaugsson?",Pop Culture,Adam Smoluk,65,closed-ended,general,qualitative,Adam Smoluk is from Canada.,2025-05-25,27,False,False,completely right,0,0
287,What is the capacity of the stadium where Collision in Korea took place?,Pop Culture,"114,000",72,closed-ended,topical,quantitative,"May Day Stadium in Pyongyang, North Korea, where Collision in Korea took place, has a capacity of approximately 150,000 seats.",2025-05-25,126,False,True,somewhat inaccurate,0,1
288,What do Noble Roman's and Ledo Pizza both have in common?,Pop Culture,pizza company,57,closed-ended,general,qualitative,Both Noble Roman's and Ledo Pizza are popular pizza restaurant chains known for their unique and delicious pizza offerings.,2025-05-25,123,False,False,somewhat correct,0,0
289,"What organization did the author of ""Physics for Future Presidents"" found in 2010?",Pop Culture,Berkeley Earth,82,closed-ended,general,qualitative,The author of 'Physics for Future Presidents' founded the organization 'The Energy Reality Project' in 2010.,2025-05-25,108,False,True,somewhat inaccurate,0,0
290,"Syed Noor and Paul Sloane, have which occupation in common?",Pop Culture,film director,59,closed-ended,general,qualitative,Syed Noor and Paul Sloane are both filmmakers.,2025-05-25,46,False,False,completely right,0,0
291,"What American Actor was born July 22, 1935 and was nominated for a Tony Award for the Magic Show?",Pop Culture,Grover Dale,97,closed-ended,general,qualitative,Doug Henning,2025-05-25,12,False,True,somewhat inaccurate,0,0
292,What song did Aoife Ni Fhearraigh perform that was used on an action-adventure stealth video game produced by Konami Computer Entertainment Japan?,Pop Culture,"""The Best is Yet to Come""",146,closed-ended,topical,qualitative,"The song performed by Aoife Ni Fhearraigh that was used on an action-adventure stealth video game produced by Konami Computer Entertainment Japan is 'Snake Eater', which was featured in Metal Gear Solid 3: Snake Eater.",2025-05-25,218,False,True,somewhat inaccurate,0,0
293,Alex the Dog was the mascot who was the precursor to the fictional dog used by which beer brand in the late 1980s?,Pop Culture,Bud Light,114,closed-ended,general,qualitative,"Spuds MacKenzie was the fictional dog used by Bud Light in the late 1980s, following Alex the Dog as the mascot.",2025-05-25,112,False,False,completely right,0,0
294,"Which band has released more albums, Seven Mary Three or Django Django?",Pop Culture,Seven Mary Three,71,closed-ended,general,quantitative,"Seven Mary Three has released more albums than Django Django. Seven Mary Three has released a total of 8 studio albums, while Django Django has released 4 studio albums.",2025-05-25,169,False,False,completely right,0,0
295,The Wende Museum is an educational institute in a city with what population as of the 2010 census?,Pop Culture,"38,883",98,closed-ended,general,quantitative,"The Wende Museum is an educational institute in a city with a population of 3,792,621 as of the 2010 census.",2025-05-25,108,False,True,somewhat inaccurate,0,0
296,"BARGE, the Big August Rec.Gambling Excursion, is a yearly convention where well-known poker players who have participated either as speakers or players including poker player who has won a record of how many World Series of Poker bracelets?",Pop Culture,fourteen,240,closed-ended,topical,quantitative,"The poker player who has won a record number of World Series of Poker bracelets is Phil Hellmuth, with a total of 15 bracelets.",2025-05-25,127,False,False,somewhat inaccurate,0,0
297,What mountain is often called the southernmost peak of a mountain range formed roughly 480 million years ago?,Pop Culture,Flagg Mountain,109,closed-ended,general,qualitative,Mount Erebus in Antarctica is often called the southernmost peak of a mountain range formed roughly 480 million years ago.,2025-05-25,122,False,True,somewhat inaccurate,0,0
298,"Sense and Sensibility is a 1995 British-American period drama film directed by Ang Lee and based on Jane Austen's 1811 novel, which British actress and screenwriter, who wrote the script and stars as Elinor Dashwood?",Pop Culture,Emma Thompson,216,closed-ended,general,qualitative,Emma Thompson,2025-05-25,13,False,False,completely right,0,0
299,What American heavy metal band from Los Angeles has Greg Wells produced and written with?,Pop Culture,Otep,89,closed-ended,general,qualitative,Motley Crue,2025-05-25,11,False,True,somewhat inaccurate,0,0
300,Compass was produced by a record producer that is known primarily for working with who?,Pop Culture,Taylor Swift,87,closed-ended,general,qualitative,Compass was produced by a record producer that is known primarily for working with Jamie Lidell.,2025-05-25,96,False,True,somewhat inaccurate,0,0
301,"Which terrorist deliberately crashed the plane into the World Trade Center, the photo of which was taken by the freelance photographer Thomas Dallal and named Impending Death?",Pop Culture,Mohamed Atta,175,closed-ended,topical,qualitative,"Mohamed Atta, a member of the terrorist group al-Qaeda, deliberately crashed the plane into the World Trade Center on September 11, 2001. The photo named Impending Death was taken by freelance photographer Thomas Dallal.",2025-05-25,220,False,False,completely right,0,0
302,Ben T. Elliott directed an American author who has maintained what in her writings?,Pop Culture,a conservative leaning,83,closed-ended,general,qualitative,"Ben T. Elliott directed an American author who has maintained a focus on themes of race, identity, and social justice in her writings.",2025-05-25,134,False,True,somewhat inaccurate,0,0
303,Which casting director known as a specialist in casting European talent is credited with casting Hellboy?,Pop Culture,Nancy Bishop,105,closed-ended,general,qualitative,Suzanne Smith is the casting director known as a specialist in casting European talent and is credited with casting Hellboy.,2025-05-25,124,False,True,somewhat inaccurate,0,0
304,Devil May Cry 3: Dante's Awakening is a game that is a prequel to the game released in what year?,Pop Culture,2001,97,closed-ended,general,qualitative,Devil May Cry 3: Dante's Awakening is a game that is a prequel to the game released in the year 2001.,2025-05-25,101,False,False,completely right,0,0
305,"Félix Loustau (] ) (25 December 1922 – 5 January 2003) is a former Argentine footballer who was a key player on which  Argentine sports club based in the Belgrano neighborhood of Buenos Aires, and named after the city's estuary, Río de la Plata?",Pop Culture,Club Atlético River Plate,245,closed-ended,general,qualitative,Club Atlético River Plate,2025-05-25,25,False,False,completely right,0,0
306,"Shaoyang and Haiyang, are in which country?",Pop Culture,People's Republic of China,43,closed-ended,general,qualitative,China,2025-05-25,5,False,False,somewhat correct,0,0
307,What is the location identifier of the Geneva Airport railway station?,Pop Culture,GVA,70,closed-ended,topical,qualitative,The location identifier of the Geneva Airport railway station is GVA.,2025-05-25,69,False,False,completely right,0,0
308,"In ancient Roman religion, Fontus or Fons (plural ""Fontes"", ""Font"" or ""Source"") was a god of wells and springs, a religious festival called the Fontinalia was held on October 13 in his honor, festivals in ancient Rome were an important part of Roman religious life during which eras, and one of the primary features of the Roman calendar?",Pop Culture,Republican and Imperial,338,closed-ended,general,qualitative,"Fontus or Fons was a god of wells and springs in ancient Roman religion. A religious festival called the Fontinalia was held on October 13 in his honor. Festivals in ancient Rome were an important part of Roman religious life during various eras, and they were one of the primary features of the Roman calendar.",2025-05-25,311,False,False,somewhat correct,0,0
309,What film is older The Incredible Journey or The Three Musketeers?,Pop Culture,The Incredible Journey,66,closed-ended,general,qualitative,"The Three Musketeers is older than The Incredible Journey. The Three Musketeers was published in 1844 by Alexandre Dumas, while The Incredible Journey was published in 1961 by Sheila Burnford.",2025-05-25,192,False,True,totally wrong,0,0
310,Georg Unger played the role of Siegfried in which cycle of four Wagner dramas?,Pop Culture,Der Ring des Nibelungen,78,closed-ended,general,qualitative,Georg Unger played the role of Siegfried in the cycle of four Wagner dramas known as 'Der Ring des Nibelungen' (The Ring of the Nibelung).,2025-05-25,138,False,False,completely right,0,0
311,The M62 has 7 miles that are shared with which Manchester orbital motorway?,Pop Culture,M60,75,closed-ended,general,qualitative,The M62 has 7 miles that are shared with the M60 Manchester orbital motorway.,2025-05-25,77,False,False,completely right,0,0
312,Among David Bowers and John G. Adolfiwho was an American silent film director?,Pop Culture,John Gustav Adolfi,78,closed-ended,general,qualitative,John G. Adolfi was an American silent film director.,2025-05-25,52,False,False,completely right,0,0
313,In what year was the emperor of whom Elizaveta Vorontsova was a mistress born?,Pop Culture,1728,78,closed-ended,general,qualitative,"The emperor of whom Elizaveta Vorontsova was a mistress, Peter the Great, was born in 1672.",2025-05-25,91,False,True,somewhat inaccurate,0,0
314,"What owned and operated by LC International LLC French restaurant located at One Beacon Court, had a internationally recognized French chef who now holds   the position of Executive Vice President and Dean Emeritus at The International Culinary Center?",Pop Culture,Le Cirque,252,closed-ended,topical,qualitative,"Le Cirque was the French restaurant located at One Beacon Court, owned and operated by LC International LLC. The internationally recognized French chef who now holds the position of Executive Vice President and Dean Emeritus at The International Culinary Center is Jacques Pépin.",2025-05-25,279,False,True,somewhat inaccurate,0,0
315,In which year did the husband of Jean Case of the Case Foundation retire from the company he had co-founded?,Pop Culture,2003,108,closed-ended,topical,qualitative,"In 2020, Steve Case, the husband of Jean Case, retired from Revolution LLC, the company he had co-founded.",2025-05-25,106,False,True,somewhat inaccurate,0,0
316,Who is the director of Attack on Titan?,Pop Culture,Shinji Higuchi,39,closed-ended,general,qualitative,The director of Attack on Titan is Tetsurō Araki.,2025-05-25,49,False,True,totally wrong,0,0
317,"Which is marketed primarily to a younger audience, 2600: The Hacker Quarterly or Tiger Beat?",Pop Culture,Tiger Beat,92,closed-ended,general,qualitative,Tiger Beat is marketed primarily to a younger audience.,2025-05-25,55,False,False,completely right,0,0
318,When did the first films for the universe containing the Arrowverse start production?,Pop Culture,2011,85,closed-ended,topical,qualitative,The first films for the universe containing the Arrowverse started production in 2012 with the release of 'Arrow'.,2025-05-25,114,False,True,somewhat inaccurate,0,0
319,"What player with the nickname ""Pistol Pete"" lost to Greg Rusedski in the 1998 Paris Open – Singles?",Pop Culture,Pete Sampras,99,closed-ended,general,qualitative,Pete Sampras,2025-05-25,12,False,False,completely right,0,0
320,"Who has performed with more band, Trey Anastasio or Sarah Nixey?",Pop Culture,Trey Anastasio,64,closed-ended,topical,quantitative,Trey Anastasio has performed with more bands compared to Sarah Nixey.,2025-05-25,69,False,False,completely right,0,0
321,Keyhole bullet entry is a feature of -,Healthcare,Ricochet bullet,38,closed-ended,general,qualitative,"gunshot wounds where the bullet enters the body through a small, precise hole",2025-05-25,77,False,False,somewhat correct,0,0
322,Osteoblastic metastasis is seen -,Healthcare,Prostate carcinoma,33,closed-ended,general,qualitative,"in bone scans or imaging, indicating the spread of cancer to the bones",2025-05-25,70,False,False,somewhat correct,0,0
323,"A 60-year-old male has bone pain, vertebral collapse, fracture pelvis, the probable diagnosis is:",Healthcare,Secondaries,97,closed-ended,general,qualitative,Multiple myeloma,2025-05-25,16,False,False,somewhat inaccurate,0,1
324,What is the most appropriate for diagnosis of CBD stones,Healthcare,ERCP,56,closed-ended,general,qualitative,The most appropriate diagnostic test for CBD stones is an abdominal ultrasound or an MRI of the abdomen.,2025-05-25,104,False,True,somewhat inaccurate,0,0
325,Excess dietary intake of carbohydrates increases the RDA level of:,Healthcare,Thiamine,66,closed-ended,general,qualitative,Vitamin B6,2025-05-25,10,False,True,somewhat inaccurate,0,0
326,Reactivation tuberculosis and primary squamous cell carcinoma of the lung are similar in that they both are commonly associated with:,Healthcare,Cavitation,133,closed-ended,general,qualitative,smoking,2025-05-25,7,False,True,somewhat inaccurate,0,0
327,In epidemics measles vaccine is to be given within how many days of exposure ?,Healthcare,3 days,78,closed-ended,topical,quantitative,Measles vaccine is recommended to be given within 72 hours (3 days) of exposure to the virus in order to prevent infection.,2025-05-25,123,False,False,somewhat correct,0,0
328,Geographic lytic lesions in the vault of the skull with bevelled edges are seen with:,Healthcare,Eosinophilic granuloma,85,closed-ended,general,qualitative,Multiple myeloma,2025-05-25,16,False,True,somewhat inaccurate,0,0
329,Most common cause of rubeosis iridis is,Healthcare,Diabetes mellitus,39,closed-ended,general,qualitative,"Neovascularization of the iris due to ischemia, commonly seen in advanced diabetic retinopathy.",2025-05-25,95,False,False,somewhat correct,0,0
330,Oho-toluidine test measures the levels of:-,Healthcare,Both free and combined chlorine,43,closed-ended,general,quantitative,Oho-toluidine test measures the levels of blood glucose.,2025-05-25,56,False,True,totally wrong,0,0
331,Type of collagen forming basement membrane of kidney,Healthcare,IV,52,closed-ended,general,qualitative,Type IV collagen forms the basement membrane of the kidney.,2025-05-25,59,False,False,completely right,0,0
332,Myofibroblast is seen in -,Healthcare,Wound margin,26,closed-ended,general,qualitative,wound healing and fibrosis,2025-05-25,26,False,False,somewhat correct,0,0
333,"During a voluntary movement, the Golgi tendon organ provides the central nervous system with information about",Healthcare,The tension developed by the muscle being moved,110,closed-ended,general,qualitative,"During a voluntary movement, the Golgi tendon organ provides the central nervous system with information about muscle tension and force exerted by the muscle.",2025-05-25,158,False,False,somewhat correct,0,0
334,Which one of the following drugs exacerbate reflux esophagitis?,Healthcare,Theophylline,63,closed-ended,general,qualitative,Proton pump inhibitors (PPIs) such as omeprazole and lansoprazole are known to exacerbate reflux esophagitis.,2025-05-25,109,False,False,somewhat inaccurate,0,0
335,"Food poisoning in ""Canned food"" is usually due to:",Healthcare,Clostridia,50,closed-ended,general,qualitative,"Bacterial contamination, such as Clostridium botulinum or Salmonella, in canned food.",2025-05-25,85,False,False,somewhat correct,0,0
336,Modified BPS consists of :,Healthcare,NST with AFI,26,closed-ended,general,qualitative,"Modified BPS consists of the biopsychosocial model, which takes into account biological, psychological, and social factors that contribute to a person's health and well-being.",2025-05-25,175,False,False,somewhat correct,0,0
337,Empyema necessitans is defined as so when ?,Healthcare,Pleural empyema is showing extension to the subcutaneous tissue,43,closed-ended,general,qualitative,Empyema necessitans is defined as a rare complication of empyema where the infection extends through the chest wall and forms a subcutaneous abscess.,2025-05-25,149,False,False,somewhat correct,0,0
338,A man was diagnosed to have myositis ossificans progressive at the age of 20 years. He died five years later. What is the most probable cause of his death -,Healthcare,Starvation and chest infection,156,closed-ended,general,qualitative,"The most probable cause of his death would likely be complications related to myositis ossificans progressive, such as respiratory failure or organ dysfunction.",2025-05-25,160,False,False,somewhat correct,0,1
339,An immunocompromised person presents to PGI with history of seizures had an MRI that revealed a temporal lobe lesion. Brain biopsy results showed multinucleated giant cells with intranuclear inclusions. The most probable cause of the lesion is:,Healthcare,Herpes simplex virus,244,closed-ended,general,qualitative,Herpes simplex virus (HSV) infection,2025-05-25,36,False,False,completely right,0,0
340,The free edge of which of of the following ligament contains ligamentum teres hepatis?,Healthcare,Falciform ligament,86,closed-ended,general,qualitative,The free edge of the falciform ligament contains the ligamentum teres hepatis.,2025-05-25,78,False,False,completely right,0,0
341,Inseion of pectoralis major is at:,Healthcare,Lateral lip of bicipital groove of humerus,34,closed-ended,general,qualitative,The insertion of the pectoralis major muscle is at the humerus (specifically the intertubercular groove of the humerus).,2025-05-25,120,False,False,somewhat inaccurate,0,0
342,Hinge fracture is seen in:,Healthcare,Basilar skull fracture,26,closed-ended,general,qualitative,Hinge fracture is seen in the distal radius of the forearm.,2025-05-25,59,False,True,somewhat inaccurate,0,0
343,Linitis plastica is found in A/E -,Healthcare,Leiomyosarcoma,34,closed-ended,general,qualitative,Stomach cancer,2025-05-25,14,False,True,somewhat inaccurate,0,0
344,Axillary aery is divided into 3 pas by,Healthcare,Pectoralis minor,38,closed-ended,general,qualitative,pectoral muscles,2025-05-25,16,False,False,somewhat correct,0,0
345,"A young child of 7 years age is seen with indurated ulcers, lymphadenopathy and fever. The likely treatment is:",Healthcare,Symptomatic treatment,111,closed-ended,general,qualitative,"The likely treatment for a young child of 7 years age with indurated ulcers, lymphadenopathy, and fever is antibiotics, specifically for a condition like cat scratch disease or tularemia.",2025-05-25,187,False,False,somewhat inaccurate,0,1
346,Nucleosides consist of?,Healthcare,Base + sugar,23,closed-ended,general,qualitative,"Nucleosides consist of a nitrogenous base (such as adenine, guanine, cytosine, thymine, or uracil) attached to a sugar molecule (ribose or deoxyribose).",2025-05-25,152,False,False,somewhat correct,0,0
347,The danger area of the face is so called because of the connection of the facial veins to the cavernous sinus through the,Healthcare,Superior ophthalmic vein,121,closed-ended,general,qualitative,Foramina in the skull base,2025-05-25,26,False,False,somewhat inaccurate,0,0
348,Human anatomical waste should be disposed in-,Healthcare,Yellow bag,45,closed-ended,general,qualitative,Human anatomical waste should be disposed of in a proper medical waste disposal facility to ensure safety and proper handling.,2025-05-25,126,False,False,somewhat correct,0,0
349,Sodium 2-mercapto ethane sulfonate is used as a protective agent in:,Healthcare,Cancer chemotherapy,68,closed-ended,general,qualitative,Sodium 2-mercaptoethane sulfonate is used as a protective agent in the electroplating industry to prevent oxidation and improve the quality of metal coatings.,2025-05-25,158,False,True,somewhat inaccurate,0,0
350,7 years old child presents with a lesion in upper tibia. X-ray shows radiolucent area with Codman's triangle and Sunray appearance. Diagnosis is-,Healthcare,Osteosarcoma,145,closed-ended,general,qualitative,Osteosarcoma,2025-05-25,12,False,False,completely right,0,0
351,True about protein A of staph aureus -,Healthcare,Binds to Fc poion of lgG,38,closed-ended,general,qualitative,"Protein A of Staphylococcus aureus is a cell wall-anchored protein that plays a role in immune evasion and adherence to host cells. It is known for its ability to bind to the Fc region of immunoglobulins, particularly IgG, which helps the bacteria evade the host immune response.",2025-05-25,279,False,False,completely right,0,0
352,Diganosis of polio -,Healthcare,Detection of polio virus in stool,20,closed-ended,general,qualitative,"The diagnosis of polio is typically confirmed through laboratory tests on samples of throat secretions, stool, or cerebrospinal fluid. These tests can detect the presence of the poliovirus in the body, helping healthcare professionals determine if a person has contracted polio.",2025-05-25,278,False,False,somewhat correct,0,0
353,An IQ between 50 & 70 would be classified as what kind mental retardation –,Healthcare,Mild,75,closed-ended,general,qualitative,An IQ between 50 & 70 would be classified as mild mental retardation.,2025-05-25,69,False,False,completely right,0,0
354,Zero-order kinetics occur in the following drug with high dose,Healthcare,Phenytoin and Theophylline,62,closed-ended,general,qualitative,The drug that exhibits zero-order kinetics at high doses is Phenytoin.,2025-05-25,70,False,False,somewhat correct,0,0
355,DOC for the treatment of Tularemia is:,Healthcare,Streptomycin,38,closed-ended,general,qualitative,Streptomycin and gentamicin are commonly used antibiotics for the treatment of Tularemia.,2025-05-25,89,False,False,somewhat correct,0,0
356,A girl with normal stature and minimal or absent pubertal development is seen in:,Healthcare,Kallman syndrome,81,closed-ended,general,qualitative,Pediatric endocrinology clinic for evaluation of delayed puberty.,2025-05-25,65,False,False,somewhat correct,0,1
357,A child present with albinism. He should be evaluated for?,Healthcare,Eye consultation,58,closed-ended,general,qualitative,"The child should be evaluated for potential vision problems, skin cancer risks, and genetic counseling to understand the inheritance pattern of albinism.",2025-05-25,153,False,False,somewhat correct,0,1
358,Which feature is found only in the left lung?,Healthcare,Cardiac notch,45,closed-ended,general,qualitative,"The feature found only in the left lung is the cardiac notch, which is a concave impression on the medial surface of the left lung that accommodates the heart.",2025-05-25,159,False,False,completely right,0,0
359,Best absorbable monosaccharide,Healthcare,Glucose,30,closed-ended,general,qualitative,Glucose is considered the best absorbable monosaccharide as it is the primary source of energy for the body and is easily absorbed into the bloodstream for quick energy production.,2025-05-25,180,False,False,completely right,0,0
360,"The following patient on Methotrexate, steroids and NSAIDs for past 4 months has had no retardation of disease progression. What is the next rational step in management?",Healthcare,Add Sulfasalazine,169,closed-ended,topical,qualitative,Consider adding a biologic agent such as a TNF inhibitor as the next rational step in management.,2025-05-25,97,False,False,somewhat correct,0,0
361,Which scientific principle is the basis for thermodilution method used in measurement of cardiac output by pulmonary catheter,Healthcare,Stewa-Hamilton equation,125,closed-ended,general,qualitative,"The scientific principle that is the basis for the thermodilution method used in the measurement of cardiac output by pulmonary catheter is the principle of heat transfer. This method relies on the measurement of temperature changes in the blood as a cold saline solution is injected into the bloodstream, allowing for the calculation of cardiac output.",2025-05-25,353,False,False,somewhat correct,0,0
362,Neutral substances are transported across the cell membrane by,Healthcare,Diffusion,62,closed-ended,general,qualitative,facilitated diffusion or passive transport,2025-05-25,42,False,False,somewhat correct,0,0
363,"What is meant by ""Suppositions child"" -",Healthcare,Child fictitiously claimed by a woman,39,open-ended,general,qualitative,The phrase 'Suppositions child' typically refers to someone who is the product of assumptions or conjectures. It suggests that the individual is seen as a result of speculative ideas rather than concrete facts.,2025-05-25,210,False,False,somewhat correct,0,1
