question_id,question_text,domain,ground_truth,question_length,question_type,question_nature,question_style,response_text,collection_date,response_length
191,where are red blood cells made in the human body,History,in the bone marrow,48,closed-ended,general,qualitative,"Red blood cells are made in the bone marrow, which is the soft, spongy tissue found in the center of certain bones. The process of producing red blood cells is called erythropoiesis.",2025-05-25,182
192,what is the type and nature of shoprite,History,Africa's largest food retailer,39,open-ended,general,qualitative,"ShopRite is a retail cooperative of supermarkets. It operates as a chain of grocery stores primarily located in the northeastern United States. The cooperative is owned and operated by its members, who are independent retailers. ShopRite stores offer a wide range of products, including groceries, fresh produce, meats, dairy products, bakery items, and household goods. The nature of ShopRite is that of a cooperative business model, where member retailers collaborate to achieve economies of scale in purchasing, marketing, and distribution, while maintaining their independence in store operations.",2025-05-25,601
193,the sovereign status of native american tribes is known as,History,Tribal sovereignty,58,closed-ended,general,qualitative,"The sovereign status of Native American tribes is known as ""tribal sovereignty."" This refers to the inherent authority of indigenous tribes to govern themselves within the borders of the United States. Tribal sovereignty means that tribes have the power to regulate their internal affairs, manage their property, and govern their members, subject to certain limitations imposed by federal law. This status is recognized by the U.S. Constitution, treaties, and various legal precedents.",2025-05-25,485
194,where is the integration center located for most autonomic reflexes,History,reflex arc,67,closed-ended,general,qualitative,"The integration center for most autonomic reflexes is located in the hypothalamus and brainstem. These areas of the brain are responsible for processing and coordinating autonomic functions, such as heart rate, blood pressure, digestion, and respiratory rate, by integrating sensory information and sending appropriate signals to the autonomic nervous system.",2025-05-25,359
195,what is the fastest production bike in the world,History,Kawasaki Ninja H2R,48,closed-ended,topical,qualitative,"As of 2023, the fastest production motorcycle in the world is the Kawasaki Ninja H2R. It is a track-only bike that can reach speeds of up to 249 mph (approximately 400 km/h) thanks to its supercharged 998cc inline-four engine. The H2R is not street-legal and is designed specifically for closed-course use.",2025-05-25,306
196,who played aunt bea on andy griffith show,History,Frances Elizabeth Bavier,41,closed-ended,general,qualitative,"Frances Bavier played Aunt Bea on ""The Andy Griffith Show.""",2025-05-25,59
197,what channel is season 6 of nashville on,History,CMT,40,closed-ended,topical,qualitative,"Season 6 of ""Nashville"" aired on the CMT (Country Music Television) channel.",2025-05-25,76
198,who in the bible almost sacrificed his son,History,Abraham,42,closed-ended,general,qualitative,"In the Bible, Abraham almost sacrificed his son Isaac. This event is described in the Book of Genesis, chapter 22. God tested Abraham's faith by commanding him to offer his son Isaac as a burnt offering. Abraham obeyed and took Isaac to the place God had specified. However, just as Abraham was about to sacrifice Isaac, an angel of the Lord intervened and stopped him, providing a ram to sacrifice instead. This story is often cited as a demonstration of Abraham's faith and obedience to God.",2025-05-25,493
199,when were the north west mounted police established,History,"May 23, 1873",51,closed-ended,general,qualitative,"The North-West Mounted Police were established on May 23, 1873.",2025-05-25,63
200,who has the authority to amend the constitution,History,"Congress, states",47,closed-ended,general,qualitative,"The authority to amend the Constitution of the United States is vested in Congress and the states. An amendment can be proposed either by a two-thirds majority vote in both the House of Representatives and the Senate or by a constitutional convention called for by two-thirds of state legislatures. To become part of the Constitution, a proposed amendment must then be ratified by three-fourths of the state legislatures or by conventions in three-fourths of the states.",2025-05-25,470
201,when did the flyers win the stanley cup,History,"1974–75, 1973–74",39,closed-ended,general,qualitative,The Philadelphia Flyers won the Stanley Cup in 1974 and 1975.,2025-05-25,61
202,where did the first societies in north america come from,History,eastern Siberia,56,open-ended,general,qualitative,"The first societies in North America are believed to have originated from groups of people who migrated from Asia. These early inhabitants are thought to have crossed the Bering Land Bridge, known as Beringia, which connected Siberia to present-day Alaska during the last Ice Age, around 20,000 to 15,000 years ago. As the ice sheets receded, these groups spread throughout North America, eventually developing diverse cultures and societies.",2025-05-25,442
203,where are telomeres located in a normal chromosome,History,each end of a chromosome,50,closed-ended,general,qualitative,Telomeres are located at the ends of a normal chromosome. They are repetitive nucleotide sequences that protect the chromosome from deterioration or from fusion with neighboring chromosomes.,2025-05-25,190
204,how many seats does rjd has in bihar,History,80,36,closed-ended,topical,quantitative,"As of the latest available data from the 2020 Bihar Legislative Assembly elections, the Rashtriya Janata Dal (RJD) holds 75 seats in the Bihar Legislative Assembly.",2025-05-25,164
205,when did why don't we became a band,History,"September 27, 2016",35,closed-ended,topical,qualitative,"Why Don't We became a band on September 27, 2016.",2025-05-25,49
206,where did the british royal family live before buckingham palace,History,St James's Palace,64,closed-ended,general,qualitative,"Before Buckingham Palace became the official residence of the British monarch, the royal family primarily resided at St James's Palace. Located in the City of Westminster, London, St James's Palace was built by King Henry VIII in the 1530s and served as the principal residence of the monarchy for many years. Even after Buckingham Palace became the official royal residence in the 19th century, St James's Palace continued to be used for various ceremonial and formal occasions.",2025-05-25,479
207,how many seasons of eric and jessie are there,History,third season,45,closed-ended,general,quantitative,"There are three seasons of ""Eric & Jessie: Game On.""",2025-05-25,52
208,where does the book of daniel take place,History,Babylon,40,closed-ended,general,qualitative,"The Book of Daniel is set primarily in Babylon, during the period of the Babylonian exile of the Jews. The narrative begins with Daniel and other young Israelites being taken captive to Babylon by King Nebuchadnezzar. The story unfolds in various locations within the Babylonian Empire, including the royal court and other significant sites in Babylon.",2025-05-25,352
209,when does the tv show riverdale come back on,History,"October 11, 2017",44,closed-ended,topical,qualitative,"The TV show ""Riverdale"" concluded with its seventh and final season, which premiered on March 29, 2023, and ended on August 23, 2023. There are no new episodes scheduled to air as the series has officially ended.",2025-05-25,212
210,was star wars a book first or a movie,History,book,37,closed-ended,general,qualitative,"Star Wars was a movie first. The original film, ""Star Wars: Episode IV - A New Hope,"" was released in 1977. It was created by George Lucas and became a significant cultural phenomenon. Following the success of the movie, various books, comics, and other media were developed to expand the Star Wars universe.",2025-05-25,308
211,when was the last time the reds were in the playoffs,History,2013,52,closed-ended,topical,qualitative,The Cincinnati Reds last appeared in the MLB playoffs in 2023.,2025-05-25,62
212,the andes mountains are found in which south american countries,History,"Venezuela, Argentina, Ecuador, Peru, Colombia, Chile, Bolivia",63,closed-ended,general,qualitative,"The Andes Mountains are found in the following South American countries: Venezuela, Colombia, Ecuador, Peru, Bolivia, Chile, and Argentina.",2025-05-25,139
213,when was tom petty and the heartbreakers formed,History,1976,47,closed-ended,general,qualitative,Tom Petty and the Heartbreakers were formed in 1976.,2025-05-25,52
214,who starred in the streets of san francisco,History,"Karl Malden, Michael Douglas, Richard Hatch",43,closed-ended,general,qualitative,"""The Streets of San Francisco"" starred Karl Malden as Detective Lieutenant Mike Stone and Michael Douglas as Inspector Steve Keller.",2025-05-25,132
215,who issued the coin rupee for the first time,History,Ancient India,44,closed-ended,general,qualitative,"The coin known as the ""rupee"" was first issued by Sher Shah Suri, the founder of the Suri Empire in North India, during his reign from 1540 to 1545.",2025-05-25,148
216,when did women's basketball become an olympic sport,History,1976,51,closed-ended,general,qualitative,"Women's basketball became an Olympic sport at the 1976 Summer Olympics held in Montreal, Canada.",2025-05-25,96
217,celine dion hit from falling into you album,History,"""All by Myself""",43,closed-ended,general,qualitative,"The hit song from Celine Dion's album ""Falling into You"" is ""Because You Loved Me."" This track was a major success, reaching number one on the Billboard Hot 100 chart in the United States. The album, released in 1996, also includes other popular songs like ""It's All Coming Back to Me Now"" and the title track ""Falling into You.""",2025-05-25,329
218,when did kane browns song lose it come out,History,"On June 7, 2018",42,closed-ended,topical,qualitative,"Kane Brown's song ""Lose It"" was released on June 7, 2018.",2025-05-25,57
219,when did the movie titanic first come out,History,1997,41,closed-ended,general,qualitative,"The movie ""Titanic"" was first released on December 19, 1997, in the United States.",2025-05-25,82
220,what was the name of the government set up in the virginia colony,History,The Old Dominion,65,closed-ended,general,qualitative,"The government set up in the Virginia Colony was known as the House of Burgesses. Established in 1619, it was the first legislative assembly of elected representatives in North America, marking the beginning of representative government in what would become the United States.",2025-05-25,276
221,when does series 9 of ncis los angeles start,History,"October 1, 2017",44,closed-ended,topical,qualitative,"Series 9 of ""NCIS: Los Angeles"" premiered on October 1, 2017.",2025-05-25,61
222,when does the kingsman 2 movie come out,History,22 September 2017,39,closed-ended,topical,qualitative,"""Kingsman: The Golden Circle,"" also known as ""Kingsman 2,"" was released in the United States on September 22, 2017.",2025-05-25,115
223,when was labor day established as a national holiday,History,1894,52,closed-ended,general,qualitative,"Labor Day was established as a national holiday in the United States on June 28, 1894, when President Grover Cleveland signed it into law.",2025-05-25,138
224,who played wicket in return of the jedi,History,Warwick Ashley Davis,39,closed-ended,general,qualitative,"Warwick Davis played the character Wicket W. Warrick in ""Return of the Jedi.""",2025-05-25,77
225,when was the maple leaf first adopted as a symbol in canada,History,1868,59,closed-ended,general,qualitative,"The maple leaf was first adopted as a symbol in Canada in the early 18th century. It became a symbol of Canadian identity and was used by French Canadians as early as 1700. The maple leaf was later incorporated into the badges of the Canadian military during the 19th century and became a prominent national symbol. It was officially adopted as part of the national flag of Canada on February 15, 1965.",2025-05-25,402
226,founded by the phoenicians around 800 b.c the city of,History,Carthage,53,closed-ended,general,qualitative,The city of Carthage was founded by the Phoenicians around 800 B.C. It was located in present-day Tunisia and became a major power in the western Mediterranean.,2025-05-25,160
227,what is the most rare blood type in south africa,History,AB−,48,closed-ended,topical,qualitative,"The most rare blood type in South Africa is AB negative (AB-). This blood type is rare globally, and its rarity is consistent in South Africa as well.",2025-05-25,150
228,who's being inducted into the pro football hall of fame this year,History,"Bobby Beathard, Robert  Brazile, Brian  Dawkins, Jerry  Kramer, Randy  Moss, Brian  Urlacher, Terrell Owens, Ray  Lewis",65,closed-ended,topical,qualitative,"I don't have access to real-time data, so I can't provide the list of individuals being inducted into the Pro Football Hall of Fame for the current year. However, you can find the most up-to-date information by visiting the official Pro Football Hall of Fame website or checking recent announcements from the NFL.",2025-05-25,313
229,what is the red mushroom with white dots,History,fly agaric,40,closed-ended,general,qualitative,"The red mushroom with white dots is commonly known as the fly agaric or Amanita muscaria. It is a highly recognizable and iconic mushroom, often depicted in fairy tales and popular culture. The fly agaric is toxic and can cause hallucinations and other symptoms if ingested. It is native to the temperate and boreal regions of the Northern Hemisphere and is often found in symbiotic relationships with trees, particularly birch and pine.",2025-05-25,437
230,who sang the original song our day will come,History,Ruby & the Romantics,44,closed-ended,general,qualitative,"The original song ""Our Day Will Come"" was sung by Ruby & the Romantics. It was released in 1963 and became a hit, reaching number one on the Billboard Hot 100 chart.",2025-05-25,165
231,was sandy a tropical storm or a hurricane,History,Hurricane,41,closed-ended,topical,qualitative,"Sandy was both a tropical storm and a hurricane. It initially formed as a tropical depression on October 22, 2012, and strengthened into a tropical storm later that day. Sandy became a hurricane on October 24, 2012, and reached its peak intensity as a Category 3 hurricane. It eventually weakened and transitioned into a post-tropical cyclone before making landfall in the northeastern United States.",2025-05-25,400
232,when was the first movie made with sound,History,1900,40,closed-ended,general,qualitative,"The first movie made with synchronized sound was ""The Jazz Singer,"" released on October 6, 1927. It was a landmark film that featured synchronized dialogue sequences, marking the beginning of the sound era in cinema.",2025-05-25,216
233,who has been eliminated from rupaul season 10,History,"Monique Heart, Miz Cracker, Kalorie Karbdashian Williams, The Vixen, Monét X Change, Dusty Ray Bottoms, Blair St. Clair, Vanessa Vanjie Mateo, Mayhem Miller, Yuhua Hamasaki",45,closed-ended,topical,qualitative,"In RuPaul's Drag Race Season 10, the contestants were eliminated in the following order:

1. Vanessa Vanjie Mateo
2. Kalorie Karbdashian-Williams
3. Yuhua Hamasaki
4. Dusty Ray Bottoms
5. Mayhem Miller
6. Blair St. Clair
7. The Vixen
8. Monét X Change
9. Monique Heart
10. Miz Cracker
11. Kameron Michaels (eliminated in the finale)
12. Eureka O'Hara (eliminated in the finale)

Aquaria won the season, with Kameron Michaels and Eureka O'Hara being runners-up alongside Asia O'Hara.",2025-05-25,482
234,who sings where you lead i will follow,History,"lyricist Toni Stern, Carole King",38,closed-ended,general,qualitative,"""Where You Lead I Will Follow"" is sung by Carole King. The song is famously known as the theme song for the television show ""Gilmore Girls,"" and it was performed by Carole King and her daughter Louise Goffin for the series.",2025-05-25,223
235,when was the transcontinental railroad started and finished,History,between 1863 and 1869,59,closed-ended,general,quantitative,"The construction of the First Transcontinental Railroad in the United States began in 1863 and was completed on May 10, 1869.",2025-05-25,125
236,what article of the constitution outlines the process of amending the constitution,History,Article Five,82,closed-ended,general,qualitative,Article V of the United States Constitution outlines the process of amending the Constitution.,2025-05-25,94
237,who won the national college football championship last year,History,Clemson,60,closed-ended,topical,qualitative,"The Georgia Bulldogs won the national college football championship for the 2022 season. They defeated the TCU Horned Frogs 65-7 in the College Football Playoff National Championship game on January 9, 2023.",2025-05-25,207
238,who came up with the hammer and sickle,History,Yevgeny Ivanovich Kamzolkin,38,closed-ended,general,qualitative,The hammer and sickle symbol was designed by Russian artist Yevgeny Kamzolkin in 1918. It was adopted as a symbol of the Soviet Union and represents the unity of the industrial working class (the hammer) and the peasantry (the sickle).,2025-05-25,235
239,who does the ontario government borrow money from,History,"the general public, public-sector bodies., institutional investors",49,closed-ended,topical,qualitative,"The Ontario government borrows money from a variety of sources, primarily through the issuance of bonds in the capital markets. These bonds are purchased by institutional investors such as pension funds, insurance companies, and mutual funds, as well as individual investors. The government may also borrow from domestic and international financial institutions. The borrowing is managed by the Ontario Financing Authority, which is responsible for ensuring that the province's borrowing needs are met in a cost-effective manner.",2025-05-25,529
240,what is the parker brothers most famous game,History,Monopoly,44,closed-ended,general,qualitative,"The Parker Brothers' most famous game is Monopoly. Released in 1935, Monopoly has become one of the best-selling board games in the world, known for its gameplay involving real estate trading and development.",2025-05-25,208
241,Who was nominated for a Golden Globe for best performance by an actress for her portrayal as the main antagonist in the comedy adventure film 101 Dalmatians?,Pop Culture,Glenn Close,157,closed-ended,general,qualitative,"Glenn Close was nominated for a Golden Globe for Best Performance by an Actress for her portrayal of the main antagonist, Cruella de Vil, in the comedy adventure film ""101 Dalmatians.""",2025-05-25,184
242,Which automobile repair shop founded by Ryan Friedlinghaus and Quintin Dodson was featured on a show that aired on TLC and the Discovery Channel?,Pop Culture,West Coast Customs,145,closed-ended,topical,qualitative,"West Coast Customs, founded by Ryan Friedlinghaus and Quintin Dodson, was featured on the show ""Pimp My Ride,"" which aired on MTV, and later had its own show, ""Street Customs,"" that aired on TLC and the Discovery Channel.",2025-05-25,221
243,Toño plays in goal for which Madrid football team?,Pop Culture,Rayo Vallecano,50,closed-ended,topical,qualitative,"Toño plays in goal for Rayo Vallecano, a football team based in Madrid.",2025-05-25,71
244,Who was a Private in the marines who raised the flag on Mount Suribachi?,Pop Culture,Franklin Sousley,72,closed-ended,topical,qualitative,"Private Harold Schultz was a Marine who participated in raising the flag on Mount Suribachi during the Battle of Iwo Jima in World War II. His involvement was confirmed many years later, as the iconic photograph taken by Joe Rosenthal initially misidentified some of the participants.",2025-05-25,284
245,Michael Kelso is one of the male leads on the show that was set in what fictional Wisconsin town?,Pop Culture,Point Place,97,closed-ended,general,qualitative,"Michael Kelso is one of the male leads on the show ""That '70s Show,"" which is set in the fictional town of Point Place, Wisconsin.",2025-05-25,130
246,What company owns the shopping center that stands in the place where Foxboro Stadium used to be?,Pop Culture,The Kraft Group,96,closed-ended,topical,qualitative,"The shopping center that stands where Foxboro Stadium used to be is Patriot Place, and it is owned by The Kraft Group.",2025-05-25,118
247,How many times was Bertha of Savoy's husband excommunicated?,Pop Culture,five,60,closed-ended,general,quantitative,"Bertha of Savoy's husband, Henry IV, Holy Roman Emperor, was excommunicated three times.",2025-05-25,88
248,"Frederick and Louis Upton founded what American multinational manufacturer and marketer of home appliances, headquartered in Benton Charter Township, Michigan, United States, near Benton Harbor, Michigan?",Pop Culture,Whirlpool Corporation,204,closed-ended,general,qualitative,"Frederick and Louis Upton founded Whirlpool Corporation, an American multinational manufacturer and marketer of home appliances, headquartered in Benton Charter Township, Michigan, near Benton Harbor, Michigan.",2025-05-25,210
249,"The actor that played Herman Stiles on ""Evening Shade"" also stars with Robin Williams and Jeff Bridges in a 1991 film directed by who?",Pop Culture,Terry Gilliam,134,closed-ended,general,qualitative,"The actor who played Herman Stiles on ""Evening Shade"" is Michael Jeter. He also starred with Robin Williams and Jeff Bridges in the 1991 film ""The Fisher King,"" which was directed by Terry Gilliam.",2025-05-25,197
250,Are both the University of Hartford and Adamson University public universities?,Pop Culture,no,79,closed-ended,general,qualitative,"The University of Hartford is a private university located in West Hartford, Connecticut, USA. Adamson University is a private Catholic university located in Manila, Philippines. Therefore, neither the University of Hartford nor Adamson University is a public university.",2025-05-25,271
251,Are La Périchole and Jenůfa in the same language?,Pop Culture,no,49,closed-ended,general,qualitative,"No, ""La Périchole"" and ""Jenůfa"" are not in the same language. ""La Périchole"" is an opera by Jacques Offenbach with a libretto in French, while ""Jenůfa"" is an opera by Leoš Janáček with a libretto in Czech.",2025-05-25,205
252,The directed one of the film which  Pat Gorman appared in the starring line ?,Pop Culture,David Lynch,77,closed-ended,general,qualitative,"Pat Gorman appeared in the film ""The Elephant Man,"" which was directed by David Lynch.",2025-05-25,86
253,"The actor that played Tim McManus on ""Oz"" starred with Gabrielle Anwar and Billy Wirth in a 1993 horror film based on a novel by what author?",Pop Culture,Jack Finney,141,closed-ended,general,qualitative,"The actor who played Tim McManus on ""Oz"" is Terry Kinney. He starred with Gabrielle Anwar and Billy Wirth in the 1993 horror film ""Body Snatchers,"" which is based on the novel ""The Body Snatchers"" by Jack Finney.",2025-05-25,212
254,Productions filmed at Space Studios Mancheter include a BBC drama television series that is based on what Israeli series?,Pop Culture,Yellow Peppers,121,closed-ended,topical,qualitative,"The BBC drama television series filmed at Space Studios Manchester that is based on an Israeli series is ""The A Word,"" which is based on the Israeli series ""Yellow Peppers"" (original title: ""Pilpelim Tsehubim"").",2025-05-25,211
255,"Which tennis player is older, Billy Martin or Pavel Složil?",Pop Culture,Pavel Složil,59,closed-ended,general,qualitative,"Billy Martin was born on December 25, 1956, while Pavel Složil was born on December 29, 1955. Therefore, Pavel Složil is older than Billy Martin.",2025-05-25,145
256,"When was the singer of ""America's Sweetheart"" born?",Pop Culture,"July 3, 1989",51,closed-ended,general,qualitative,"The singer of ""America's Sweetheart,"" Elle King, was born on July 3, 1989.",2025-05-25,74
257,"Which breed of dog is fluffier, the Keeshond or the Shar Pei?",Pop Culture,Keeshond,61,closed-ended,general,qualitative,"The Keeshond is fluffier than the Shar Pei. The Keeshond has a thick double coat with a dense undercoat and a longer outer coat, giving it a very fluffy appearance. In contrast, the Shar Pei has a short, bristly coat and is known for its loose, wrinkled skin rather than fluffiness.",2025-05-25,282
258,"Which University did the gymnastics coach, who recruited a two time gold medal winner in the 1984 Summer Olympics, attend?",Pop Culture,University of Oklahoma,122,closed-ended,general,qualitative,"The gymnastics coach who recruited a two-time gold medal winner in the 1984 Summer Olympics is Bela Karolyi. Bela Karolyi attended the University of Physical Education in Budapest, Hungary.",2025-05-25,189
259,What two singles were played over the credits of the 2002 post-apocalyptic fantasy film directed by Rob Bowman?,Pop Culture,"""Burn"" and ""Walk Away""",111,closed-ended,general,qualitative,"The two singles played over the credits of the 2002 post-apocalyptic fantasy film ""Reign of Fire,"" directed by Rob Bowman, are ""Burn"" by Mad at Gravity and ""Walking on the Sun"" by Smash Mouth.",2025-05-25,192
260,Do Kathy Jordan and Marin Čilić have the same nationality?,Pop Culture,no,58,closed-ended,general,qualitative,"No, Kathy Jordan and Marin Čilić do not have the same nationality. Kathy Jordan is American, while Marin Čilić is Croatian.",2025-05-25,123
261,"Standing Ovation is a live album, by pianist and bandleader Count Basie, featuring performances recorded at which hotel and casino, on the Las Vegas Strip in Paradise, Nevada?",Pop Culture,Tropicana Resort & Casino,175,closed-ended,general,qualitative,"Standing Ovation is a live album by Count Basie featuring performances recorded at the Tropicana Hotel and Casino on the Las Vegas Strip in Paradise, Nevada.",2025-05-25,157
262,"Which of the following was founded in Capitola, California: Pizza My Heart or LaRosa's Pizzeria?",Pop Culture,Pizza My Heart,96,closed-ended,general,qualitative,"Pizza My Heart was founded in Capitola, California.",2025-05-25,51
263,"What city on the Silk Road means ""Sandy place"" in Persian?",Pop Culture,Samarkand,58,closed-ended,general,qualitative,"The city on the Silk Road that means ""Sandy place"" in Persian is Samarkand.",2025-05-25,75
264,"Who was born first,Todd Woodbridge or Lucie Hradecká?",Pop Culture,Todd Andrew Woodbridge,53,closed-ended,general,qualitative,"Todd Woodbridge was born first. He was born on April 2, 1971, while Lucie Hradecká was born on May 21, 1985.",2025-05-25,108
265,"In 2003, James Beaumont joined a professional football football club in West Bridgford, England, which plays their home matches where?",Pop Culture,City Ground,134,closed-ended,topical,qualitative,"In 2003, James Beaumont joined Nottingham Forest, a professional football club in West Bridgford, England. They play their home matches at the City Ground.",2025-05-25,155
266,"Who was born in an earlier year, Arantxa Sánchez Vicario or Mark Edmondson?",Pop Culture,Mark Edmondson,75,closed-ended,general,qualitative,"Arantxa Sánchez Vicario was born on December 18, 1971, while Mark Edmondson was born on June 28, 1954. Therefore, Mark Edmondson was born in an earlier year than Arantxa Sánchez Vicario.",2025-05-25,186
267,In what city is the CBS station that features children's show Gator Tales?,Pop Culture,"St. Louis, Missouri, United States",74,closed-ended,topical,qualitative,"The CBS station that features the children's show ""Gator Tales"" is located in Baton Rouge, Louisiana.",2025-05-25,101
268,"What was the role played in ""Sweet Charity"" by the star of Dear Diary?",Pop Culture,Nickie,70,closed-ended,topical,qualitative,"In ""Sweet Charity,"" the role played by the star of ""Dear Diary,"" who is Bebe Neuwirth, was that of Nickie.",2025-05-25,106
269,How many awards did the alphabetically first animator of The Country Cousin receive?,Pop Culture,over 80,84,closed-ended,general,quantitative,"The alphabetically first animator of ""The Country Cousin"" is Art Babbitt. Art Babbitt did not receive any individual awards specifically for ""The Country Cousin."" However, the film itself won the Academy Award for Best Short Subject (Cartoon) in 1936.",2025-05-25,251
270,Mine is a song by Taylor Swift that was placed on an album released in what month?,Pop Culture,October,82,closed-ended,general,qualitative,"""Mine"" is a song by Taylor Swift that was placed on the album ""Speak Now,"" which was released in October 2010.",2025-05-25,110
271,"What is the name of Ekaterina Gordeeva's husband, who together with her was the 1988 and 1994 Olympic champion?",Pop Culture,Sergei Grinkov,111,closed-ended,general,qualitative,"Ekaterina Gordeeva's husband, with whom she won the 1988 and 1994 Olympic championships in pairs figure skating, was Sergei Grinkov.",2025-05-25,132
272,"Are both rock bands Tapes 'n Tapes and Sloan based in Minneapolis, Minnesota?",Pop Culture,no,77,closed-ended,general,qualitative,"No, only Tapes 'n Tapes is based in Minneapolis, Minnesota. Sloan is a rock band from Halifax, Nova Scotia, Canada.",2025-05-25,115
273,"Taylor Swift's song Out of the Woods is the 4th track after her song Style, which was the third track after which other single?",Pop Culture,Blank Space,127,closed-ended,topical,qualitative,"Taylor Swift's song ""Style"" is the third track after the single ""Blank Space.""",2025-05-25,78
274,"Boiler Room, a 2000 American crime drama film, stars which actor who also appeared in ""Brothers & Sisters"" and ""L.A. Confidential?""",Pop Culture,Ron Rifkin,131,closed-ended,general,qualitative,"The actor who appeared in ""Boiler Room,"" ""Brothers & Sisters,"" and ""L.A. Confidential"" is Ron Rifkin.",2025-05-25,101
275,"Which documentary film was released first, Unchained Memories or What Remains of Us?",Pop Culture,Unchained Memories,84,closed-ended,general,qualitative,"""Unchained Memories"" was released first in 2003, while ""What Remains of Us"" was released in 2004.",2025-05-25,97
276,For which French king did Nicolas Bergier serve as an advisor in the 17th century?,Pop Culture,Louis XIII,82,closed-ended,general,qualitative,Nicolas Bergier served as an advisor to King Louis XIV of France in the 17th century.,2025-05-25,85
277,"Deepak Tiwari is a Sspecial correspondent of an Indian newsmagazine that is printed in Delhi, Mumbai, Bangalore, and Kottayam, and is published by who?",Pop Culture,The Malayala Manorama Co. Ltd,151,closed-ended,topical,qualitative,"Deepak Tiwari is a special correspondent for ""India Today,"" an Indian newsmagazine that is printed in Delhi, Mumbai, Bangalore, and Kottayam. The magazine is published by Living Media India Limited.",2025-05-25,198
278,"Break Every Rule World Tour is the fourth worldwide concert tour by which American-born Swiss recording singer, songwriter, dancer, actress, and author, and relinquished her American citizenship after obtaining Swiss citizenship in 2013?",Pop Culture,Tina Turner,237,closed-ended,general,qualitative,"The ""Break Every Rule World Tour"" is the fourth worldwide concert tour by Tina Turner, the American-born Swiss recording singer, songwriter, dancer, actress, and author who relinquished her American citizenship after obtaining Swiss citizenship in 2013.",2025-05-25,253
279,Die Sexualität im Kulturkampf was by which Austrian psychoanalyst?,Pop Culture,Wilhelm Reich,66,closed-ended,general,qualitative,"""Die Sexualität im Kulturkampf"" was written by the Austrian psychoanalyst Wilhelm Reich.",2025-05-25,88
280,"Sleigh Ride is a piece of music written by composer described by whom as ""one of the great American masters of light orchestral music""?",Pop Culture,John Williams,135,closed-ended,general,qualitative,"""Sleigh Ride"" is a piece of music written by composer Leroy Anderson, who was described by John Williams as ""one of the great American masters of light orchestral music.""",2025-05-25,170
281,"What station is near ""The Giant Egg""?",Pop Culture,Tiananmen West Station,37,closed-ended,topical,qualitative,"The station near ""The Giant Egg,"" which is the nickname for the National Centre for the Performing Arts in Beijing, China, is Tiananmen West Station. This station is part of Beijing's subway system, specifically on Line 1.",2025-05-25,222
282,"Richard Labunski, a journalism professor at the University of Kentucky and newspaper columnist who is notable for being an outspoken advocate for reforming the United States Constitution in his book ""The Second Constitutional Convention"", wrote about the United States Bill of Rights, which are the first of how many amendments to the United States Constitution?",Pop Culture,ten,362,closed-ended,general,quantitative,The United States Bill of Rights comprises the first ten amendments to the United States Constitution.,2025-05-25,102
283,"When was the former international footballer for the French national team who starred in ""French Film""  born?",Pop Culture,24 May 1966,109,closed-ended,general,qualitative,"The former international footballer for the French national team who starred in ""French Film"" is Eric Cantona. He was born on May 24, 1966.",2025-05-25,139
284,What pair of American dicephalic parapagus twins has a show that was brodcasted on BBC Three in April and May 2013?,Pop Culture,Abby and Brittany Hensel,115,closed-ended,topical,qualitative,"The pair of American dicephalic parapagus twins who had a show broadcasted on BBC Three in April and May 2013 are Abigail ""Abby"" and Brittany Hensel. The show was titled ""Abby & Brittany"" and it followed their lives as conjoined twins.",2025-05-25,235
285,What is the name of the winner of Celebrity Big Brother 10's dog?,Pop Culture,Valerie,65,closed-ended,topical,qualitative,"The winner of Celebrity Big Brother 10 was Rylan Clark-Neal, and his dog is named Blue.",2025-05-25,87
286,"Which director is from Canada, Adam Smoluk or Hrafn Gunnlaugsson?",Pop Culture,Adam Smoluk,65,closed-ended,general,qualitative,Adam Smoluk is the director from Canada.,2025-05-25,40
287,What is the capacity of the stadium where Collision in Korea took place?,Pop Culture,"114,000",72,closed-ended,topical,quantitative,"The Collision in Korea event took place at the May Day Stadium in Pyongyang, North Korea. The stadium has a capacity of approximately 150,000 spectators.",2025-05-25,153
288,What do Noble Roman's and Ledo Pizza both have in common?,Pop Culture,pizza company,57,closed-ended,general,qualitative,"Noble Roman's and Ledo Pizza are both American pizza restaurant chains. They share a focus on offering pizza as their primary menu item, and both have a history of expanding their brand through franchising. Additionally, they are known for their unique pizza styles and recipes that differentiate them from other pizza chains.",2025-05-25,326
289,"What organization did the author of ""Physics for Future Presidents"" found in 2010?",Pop Culture,Berkeley Earth,82,closed-ended,general,qualitative,"The author of ""Physics for Future Presidents,"" Richard A. Muller, founded the organization ""Berkeley Earth"" in 2010.",2025-05-25,116
290,"Syed Noor and Paul Sloane, have which occupation in common?",Pop Culture,film director,59,closed-ended,general,qualitative,Syed Noor and Paul Sloane both share the occupation of being authors.,2025-05-25,69
291,"What American Actor was born July 22, 1935 and was nominated for a Tony Award for the Magic Show?",Pop Culture,Grover Dale,97,closed-ended,general,qualitative,"The American actor born on July 22, 1935, who was nominated for a Tony Award for ""The Magic Show"" is Doug Henning.",2025-05-25,114
